x-axis,B,2,3,4
second,Volt,Volt,Volt,Volt
-5.00000E-03,-122.50000E-03,-86.25000E-03,-6.87500E-03,+43.70000E-03
-4.98000E-03,-125.62500E-03,-67.50000E-03,-66.25001E-03,+49.95000E-03
-4.96000E-03,-128.75000E-03,-73.75000E-03,-78.75001E-03,+49.95000E-03
-4.94000E-03,-128.75000E-03,-73.75000E-03,-78.75001E-03,+49.95000E-03
-4.92000E-03,-128.75000E-03,-73.75000E-03,-19.37500E-03,+49.95000E-03
-4.90000E-03,-131.87500E-03,-73.75000E-03,-6.87500E-03,+46.82500E-03
-4.88000E-03,-131.87500E-03,-73.75000E-03,-10.00000E-03,+40.57500E-03
-4.86000E-03,-131.87500E-03,-73.75000E-03,-10.00000E-03,+43.70000E-03
-4.84000E-03,-135.00000E-03,-67.50000E-03,-72.50001E-03,+37.45000E-03
-4.82000E-03,-135.00000E-03,-67.50000E-03,-66.25001E-03,+43.70000E-03
-4.80000E-03,-138.12500E-03,-67.50000E-03,-63.12501E-03,+37.45000E-03
-4.78000E-03,-138.12500E-03,-73.75000E-03,-6.87500E-03,+43.70000E-03
-4.76000E-03,-135.00000E-03,-61.25000E-03,-6.87500E-03,+37.45000E-03
-4.74000E-03,-144.37500E-03,-67.50000E-03,-6.87500E-03,+43.70000E-03
-4.72000E-03,-141.25000E-03,-67.50000E-03,-56.87501E-03,+43.70000E-03
-4.70000E-03,-141.25000E-03,-55.00000E-03,-60.00001E-03,+37.45000E-03
-4.68000E-03,-144.37500E-03,-55.00000E-03,-56.87501E-03,+34.32500E-03
-4.66000E-03,-144.37500E-03,-55.00000E-03,-53.75001E-03,+37.45000E-03
-4.64000E-03,-144.37500E-03,-55.00000E-03,-6.87500E-03,+37.45000E-03
-4.62000E-03,-147.50000E-03,-48.75000E-03,-3.75000E-03,+28.07500E-03
-4.60000E-03,-153.75000E-03,-55.00000E-03,-6.87500E-03,+34.32500E-03
-4.58000E-03,-147.50000E-03,-30.00000E-03,-31.87500E-03,+21.82500E-03
-4.56000E-03,-150.62500E-03,-48.75000E-03,-50.62501E-03,+31.20000E-03
-4.54000E-03,-147.50000E-03,-48.75000E-03,-50.62501E-03,+34.32500E-03
-4.52000E-03,-153.75000E-03,-42.50000E-03,-16.25000E-03,+28.07500E-03
-4.50000E-03,-153.75000E-03,-42.50000E-03,-6.87500E-03,+24.95000E-03
-4.48000E-03,-153.75000E-03,-42.50000E-03,-6.87500E-03,+34.32500E-03
-4.46000E-03,-156.87500E-03,-42.50000E-03,-6.87500E-03,+28.07500E-03
-4.44000E-03,-156.87500E-03,-42.50000E-03,-41.25000E-03,+24.95000E-03
-4.42000E-03,-156.87500E-03,-36.25000E-03,-41.25000E-03,+21.82500E-03
-4.40000E-03,-156.87500E-03,-36.25000E-03,-41.25000E-03,+24.95000E-03
-4.38000E-03,-156.87500E-03,-36.25000E-03,-6.87500E-03,+15.57500E-03
-4.36000E-03,-160.00000E-03,-42.50000E-03,-10.00000E-03,+24.95000E-03
-4.34000E-03,-160.00000E-03,-36.25000E-03,-6.87500E-03,+28.07500E-03
-4.32000E-03,-156.87500E-03,-36.25000E-03,-38.12500E-03,+21.82500E-03
-4.30000E-03,-156.87500E-03,-36.25000E-03,-35.00000E-03,+21.82500E-03
-4.28000E-03,-160.00000E-03,-30.00000E-03,-35.00000E-03,+24.95000E-03
-4.26000E-03,-163.12500E-03,-30.00000E-03,-31.87500E-03,+21.82500E-03
-4.24000E-03,-160.00000E-03,-23.75000E-03,-6.87500E-03,+18.70000E-03
-4.22000E-03,-166.25000E-03,-23.75000E-03,-3.75000E-03,+21.82500E-03
-4.20000E-03,-166.25000E-03,-30.00000E-03,-6.87500E-03,+12.45000E-03
-4.18000E-03,-163.12500E-03,-48.75000E-03,-35.00000E-03,+18.70000E-03
-4.16000E-03,-163.12500E-03,-30.00000E-03,-28.75000E-03,+15.57500E-03
-4.14000E-03,-166.25000E-03,-23.75000E-03,-28.75000E-03,+15.57500E-03
-4.12000E-03,-163.12500E-03,-23.75000E-03,-13.12500E-03,+21.82500E-03
-4.10000E-03,-166.25000E-03,-23.75000E-03,-6.87500E-03,+18.70000E-03
-4.08000E-03,-169.37500E-03,-23.75000E-03,-6.87500E-03,+24.95000E-03
-4.06000E-03,-166.25000E-03,-23.75000E-03,-6.87500E-03,+9.32500E-03
-4.04000E-03,-166.25000E-03,-23.75000E-03,-25.62500E-03,+9.32500E-03
-4.02000E-03,-169.37500E-03,-23.75000E-03,-22.50000E-03,+6.20000E-03
