x-axis,3
second,Volt
-100.0200E-03,+536.2500E-03
-99.8200E-03,+211.2500E-03
-99.6200E-03,+201.2500E-03
-99.4200E-03,+164.3750E-03
-99.2200E-03,+143.1250E-03
-99.0200E-03,+461.8750E-03
-98.8200E-03,+160.0000E-03
-98.6200E-03,+195.6250E-03
-98.4200E-03,+108.1250E-03
-98.2200E-03,+86.2500E-03
-98.0200E-03,+467.5000E-03
-97.8200E-03,+110.6250E-03
-97.6200E-03,+190.0000E-03
-97.4200E-03,+63.1250E-03
-97.2200E-03,+36.2500E-03
-97.0200E-03,+456.8750E-03
-96.8200E-03,+59.3750E-03
-96.6200E-03,+178.7500E-03
-96.4200E-03,+23.1250E-03
-96.2200E-03,-13.1250E-03
-96.0200E-03,+451.8750E-03
-95.8200E-03,+31.2500E-03
-95.6200E-03,+170.0000E-03
-95.4200E-03,-11.2500E-03
-95.2200E-03,-50.6250E-03
-95.0200E-03,+448.1250E-03
-94.8200E-03,-2.5000E-03
-94.6200E-03,+171.8750E-03
-94.4200E-03,-44.3750E-03
-94.2200E-03,-88.1250E-03
-94.0200E-03,+376.8750E-03
-93.8200E-03,-38.1250E-03
-93.6200E-03,+168.7500E-03
-93.4200E-03,-66.8750E-03
-93.2200E-03,-113.1250E-03
-93.0200E-03,-109.3750E-03
-92.8200E-03,-120.0000E-03
-92.6200E-03,+165.6250E-03
-92.4200E-03,-100.6250E-03
-92.2200E-03,-139.3750E-03
-92.0200E-03,-134.3750E-03
-91.8200E-03,-145.0000E-03
-91.6200E-03,+168.7500E-03
-91.4200E-03,-111.2500E-03
-91.2200E-03,-151.8750E-03
-91.0200E-03,-152.5000E-03
-90.8200E-03,-158.1250E-03
-90.6200E-03,+167.5000E-03
-90.4200E-03,-116.8750E-03
-90.2200E-03,-158.1250E-03
-90.0200E-03,-153.1250E-03
-89.8200E-03,-158.1250E-03
-89.6200E-03,+161.8750E-03
-89.4200E-03,-123.1250E-03
-89.2200E-03,-164.3750E-03
-89.0200E-03,-165.0000E-03
-88.8200E-03,-165.0000E-03
-88.6200E-03,+155.6250E-03
-88.4200E-03,-129.3750E-03
-88.2200E-03,-176.2500E-03
-88.0200E-03,-171.8750E-03
-87.8200E-03,-176.8750E-03
-87.6200E-03,+165.6250E-03
-87.4200E-03,-145.0000E-03
-87.2200E-03,-195.0000E-03
-87.0200E-03,-190.6250E-03
-86.8200E-03,-195.6250E-03
-86.6200E-03,+158.1250E-03
-86.4200E-03,-162.5000E-03
-86.2200E-03,-213.7500E-03
-86.0200E-03,-215.0000E-03
-85.8200E-03,-226.2500E-03
-85.6200E-03,+155.0000E-03
-85.4200E-03,-190.6250E-03
-85.2200E-03,-239.3750E-03
-85.0200E-03,-234.3750E-03
-84.8200E-03,-245.0000E-03
-84.6200E-03,+153.1250E-03
-84.4200E-03,-213.1250E-03
-84.2200E-03,-275.6250E-03
-84.0200E-03,-266.2500E-03
-83.8200E-03,-281.8750E-03
-83.6200E-03,+149.3750E-03
-83.4200E-03,-241.2500E-03
-83.2200E-03,-306.8750E-03
-83.0200E-03,-297.5000E-03
-82.8200E-03,-307.5000E-03
-82.6200E-03,+152.5000E-03
-82.4200E-03,-274.3750E-03
-82.2200E-03,-333.1250E-03
-82.0200E-03,-333.7500E-03
-81.8200E-03,-333.7500E-03
-81.6200E-03,+150.0000E-03
-81.4200E-03,-296.8750E-03
-81.2200E-03,-375.0000E-03
-81.0200E-03,-366.2500E-03
-80.8200E-03,-381.8750E-03
-80.6200E-03,+139.3750E-03
-80.4200E-03,-336.8750E-03
-80.2200E-03,-379.3750E-03
-80.0200E-03,-394.3750E-03
-79.8200E-03,-418.7500E-03
-79.6200E-03,+135.6250E-03
-79.4200E-03,-365.0000E-03
-79.2200E-03,-382.5000E-03
-79.0200E-03,-428.1250E-03
-78.8200E-03,-450.6250E-03
-78.6200E-03,+132.5000E-03
-78.4200E-03,-393.1250E-03
-78.2200E-03,-385.6250E-03
-78.0200E-03,-450.6250E-03
-77.8200E-03,-470.0000E-03
-77.6200E-03,+130.6250E-03
-77.4200E-03,-404.3750E-03
-77.2200E-03,-386.8750E-03
-77.0200E-03,-467.5000E-03
-76.8200E-03,-483.1250E-03
-76.6200E-03,+123.7500E-03
-76.4200E-03,-421.8750E-03
-76.2200E-03,-383.1250E-03
-76.0200E-03,-472.5000E-03
-75.8200E-03,-495.0000E-03
-75.6200E-03,-18.1250E-03
-75.4200E-03,-443.1250E-03
-75.2200E-03,-389.3750E-03
-75.0200E-03,-484.3750E-03
-74.8200E-03,-501.8750E-03
-74.6200E-03,-491.2500E-03
-74.4200E-03,-495.6250E-03
-74.2200E-03,-389.3750E-03
-74.0200E-03,-484.3750E-03
-73.8200E-03,-496.2500E-03
-73.6200E-03,-490.6250E-03
-73.4200E-03,-495.6250E-03
-73.2200E-03,-383.7500E-03
-73.0200E-03,-483.7500E-03
-72.8200E-03,-496.2500E-03
-72.6200E-03,-490.6250E-03
-72.4200E-03,-495.6250E-03
-72.2200E-03,-383.7500E-03
-72.0200E-03,-478.1250E-03
-71.8200E-03,-495.6250E-03
-71.6200E-03,-490.6250E-03
-71.4200E-03,-495.6250E-03
-71.2200E-03,-389.3750E-03
-71.0200E-03,-478.7500E-03
-70.8200E-03,-495.6250E-03
-70.6200E-03,-485.0000E-03
-70.4200E-03,-495.0000E-03
-70.2200E-03,-383.7500E-03
-70.0200E-03,-472.5000E-03
-69.8200E-03,-489.3750E-03
-69.6200E-03,-478.7500E-03
-69.4200E-03,-488.7500E-03
-69.2200E-03,-388.7500E-03
-69.0200E-03,-473.1250E-03
-68.8200E-03,-500.6250E-03
-68.6200E-03,-491.2500E-03
-68.4200E-03,-490.0000E-03
-68.2200E-03,-388.7500E-03
-68.0200E-03,-473.1250E-03
-67.8200E-03,-489.3750E-03
-67.6200E-03,-478.7500E-03
-67.4200E-03,-483.1250E-03
-67.2200E-03,-388.1250E-03
-67.0200E-03,-473.1250E-03
-66.8200E-03,-489.3750E-03
-66.6200E-03,-478.7500E-03
-66.4200E-03,-483.1250E-03
-66.2200E-03,-388.1250E-03
-66.0200E-03,-467.5000E-03
-65.8200E-03,-477.5000E-03
-65.6200E-03,-471.8750E-03
-65.4200E-03,-471.2500E-03
-65.2200E-03,-381.2500E-03
-65.0200E-03,-455.6250E-03
-64.8200E-03,-470.6250E-03
-64.6200E-03,-460.0000E-03
-64.4200E-03,-458.7500E-03
-64.2200E-03,-385.6250E-03
-64.0200E-03,-439.3750E-03
-63.8200E-03,-451.8750E-03
-63.6200E-03,-446.8750E-03
-63.4200E-03,-440.6250E-03
-63.2200E-03,-378.1250E-03
-63.0200E-03,-427.5000E-03
-62.8200E-03,-439.3750E-03
-62.6200E-03,-428.7500E-03
-62.4200E-03,-421.8750E-03
-62.2200E-03,-376.2500E-03
-62.0200E-03,-410.6250E-03
-61.8200E-03,-420.6250E-03
-61.6200E-03,-404.3750E-03
-61.4200E-03,-396.8750E-03
-61.2200E-03,-379.3750E-03
-61.0200E-03,-383.1250E-03
-60.8200E-03,-417.5000E-03
-60.6200E-03,-370.6250E-03
-60.4200E-03,-353.7500E-03
-60.2200E-03,-369.3750E-03
-60.0200E-03,-343.1250E-03
-59.8200E-03,-413.1250E-03
-59.6200E-03,-325.6250E-03
-59.4200E-03,-303.7500E-03
-59.2200E-03,-364.3750E-03
-59.0200E-03,-298.1250E-03
-58.8200E-03,-408.1250E-03
-58.6200E-03,-280.6250E-03
-58.4200E-03,-259.3750E-03
-58.2200E-03,-360.0000E-03
-58.0200E-03,-253.1250E-03
-57.8200E-03,-403.1250E-03
-57.6200E-03,-241.2500E-03
-57.4200E-03,-210.0000E-03
-57.2200E-03,-366.2500E-03
-57.0200E-03,-209.3750E-03
-56.8200E-03,-398.1250E-03
-56.6200E-03,-201.8750E-03
-56.4200E-03,-166.2500E-03
-56.2200E-03,-165.0000E-03
