second,Volt1,Volt2,Volt3,Volt4
-3.46000E-03,+115.00000E-03,-191.87501E-03,-187.50000E-03,+43.70000E-03
-3.45000E-03,+111.87500E-03,-198.12501E-03,-15.62500E-03,+49.95000E-03
-3.44000E-03,+105.62500E-03,-198.12501E-03,-9.37500E-03,+46.82500E-03
-3.43000E-03,+102.50000E-03,-204.37501E-03,-9.37500E-03,+62.45000E-03
-3.42000E-03,+96.25000E-03,-207.50001E-03,-203.12500E-03,+62.45000E-03
-3.41000E-03,+93.12500E-03,-213.75001E-03,-212.50000E-03,+68.70000E-03
-3.40000E-03,+93.12500E-03,-216.87501E-03,-12.50000E-03,+65.57500E-03
-3.39000E-03,+83.75000E-03,-223.12501E-03,-12.50000E-03,+68.70000E-03
-3.38000E-03,+80.62500E-03,-226.25001E-03,-9.37500E-03,+65.57500E-03
-3.37000E-03,+77.50000E-03,-229.37501E-03,-228.12500E-03,+65.57500E-03
-3.36000E-03,+74.37500E-03,-232.50001E-03,-234.37500E-03,+65.57500E-03
-3.35000E-03,+71.25000E-03,-238.75001E-03,-12.50000E-03,+65.57500E-03
-3.34000E-03,+65.00000E-03,-241.87501E-03,-12.50000E-03,+62.45000E-03
-3.33000E-03,+61.87500E-03,-245.00001E-03,-9.37500E-03,+71.82500E-03
-3.32000E-03,+55.62500E-03,-245.00001E-03,-243.75000E-03,+78.07500E-03
-3.31000E-03,+52.50000E-03,-248.12501E-03,-246.87500E-03,+87.45000E-03
-3.30000E-03,+49.37500E-03,-248.12501E-03,-15.62500E-03,+84.32500E-03
-3.29000E-03,+46.25000E-03,-248.12501E-03,-9.37500E-03,+81.20000E-03
-3.28000E-03,+40.00000E-03,-245.00001E-03,-12.50000E-03,+78.07500E-03
-3.27000E-03,+36.87500E-03,-245.00001E-03,-240.62500E-03,+81.20000E-03
-3.26000E-03,+30.62500E-03,-238.75001E-03,-237.50000E-03,+90.57500E-03
-3.25000E-03,+27.50000E-03,-235.62501E-03,-15.62500E-03,+90.57500E-03
-3.24000E-03,+24.37500E-03,-232.50001E-03,-12.50000E-03,+93.70000E-03
