x-axis,B,2,3,4
second,Volt,Volt,Volt,Volt
-8.00200E-03,-100.00000E-03,+102.25000E-03,-1.87500E-03,-70.65000E-03
-7.98200E-03,-99.37500E-03,+98.81250E-03,-1.87500E-03,-73.15000E-03
-7.96200E-03,-99.37500E-03,+95.68750E-03,-4.68750E-03,-77.68125E-03
-7.94200E-03,-93.75000E-03,+89.75000E-03,+82.18750E-03,-71.11875E-03
-7.92200E-03,-90.31250E-03,+89.12500E-03,+86.25000E-03,-71.74375E-03
-7.90200E-03,-84.37500E-03,+86.31250E-03,+82.81250E-03,-67.68125E-03
-7.88200E-03,-80.93750E-03,+80.37500E-03,+6.56250E-03,-70.02500E-03
-7.86200E-03,-75.00000E-03,+76.93750E-03,-1.87500E-03,-64.71250E-03
-7.84200E-03,-71.56250E-03,+71.00000E-03,-4.68750E-03,-61.27500E-03
-7.82200E-03,-71.25000E-03,+70.37500E-03,+59.68750E-03,-62.36875E-03
-7.80200E-03,-65.62500E-03,+67.56250E-03,+64.06250E-03,-55.49375E-03
-7.78200E-03,-59.37500E-03,+61.62500E-03,+60.93750E-03,-56.11875E-03
-7.76200E-03,-55.93750E-03,+58.18750E-03,+55.00000E-03,-56.27500E-03
-7.74200E-03,-55.62500E-03,+57.87500E-03,+3.75000E-03,-54.86875E-03
-7.72200E-03,-50.00000E-03,+52.25000E-03,+937.50E-06,-50.49375E-03
-7.70200E-03,-46.56250E-03,+46.00000E-03,-4.37500E-03,-50.02500E-03
-7.68200E-03,-43.43750E-03,+42.56250E-03,+34.37500E-03,-45.80625E-03
-7.66200E-03,-40.31250E-03,+36.62500E-03,+35.93750E-03,-50.96250E-03
-7.64200E-03,-34.37500E-03,+33.18750E-03,+32.81250E-03,-41.74375E-03
-7.62200E-03,-30.93750E-03,+30.06250E-03,-9.68750E-03,-46.27500E-03
-7.60200E-03,-30.62500E-03,+26.93750E-03,-3.12500E-03,-44.08750E-03
-7.58200E-03,-25.00000E-03,+23.81250E-03,-4.68750E-03,-33.93125E-03
-7.56200E-03,-24.37500E-03,+20.68750E-03,-2.18750E-03,-37.05625E-03
-7.54200E-03,-18.75000E-03,+17.56250E-03,+9.37500E-03,-33.30625E-03
-7.52200E-03,-15.31250E-03,+14.43750E-03,+10.62500E-03,-28.61875E-03
-7.50200E-03,-12.18750E-03,+8.50000E-03,+5.00000E-03,-25.33750E-03
-7.48200E-03,-6.25000E-03,+5.06250E-03,-4.06250E-03,-20.80625E-03
-7.46200E-03,-5.62500E-03,+1.93750E-03,-5.00000E-03,-18.93125E-03
-7.44200E-03,-2.81250E-03,-1.18750E-03,+625.00E-06,-21.58750E-03
-7.42200E-03,+5.93750E-03,-7.12500E-03,-10.00000E-03,-17.68125E-03
-7.40200E-03,+9.68750E-03,-10.56250E-03,-11.25000E-03,-14.40000E-03
-7.38200E-03,+10.00000E-03,-16.50000E-03,-16.87500E-03,-18.30625E-03
-7.36200E-03,+12.81250E-03,-17.12500E-03,-20.31250E-03,-17.36875E-03
-7.34200E-03,+15.93750E-03,-22.75000E-03,-6.56250E-03,-15.80625E-03
-7.32200E-03,+21.87500E-03,-23.37500E-03,-5.00000E-03,-7.21250E-03
-7.30200E-03,+25.31250E-03,-31.81250E-03,-2.18750E-03,-4.86875E-03
-7.28200E-03,+28.43750E-03,-32.75000E-03,-32.81250E-03,+912.50E-06
-7.26200E-03,+31.56250E-03,-38.37500E-03,-41.87500E-03,-4.08750E-03
-7.24200E-03,+31.87500E-03,-41.81250E-03,-45.31250E-03,-6.11875E-03
-7.22200E-03,+37.50000E-03,-67.43750E-03,-85.00000E-03,-4.86875E-03
-7.20200E-03,+40.93750E-03,-53.37500E-03,-13.43750E-03,-493.75E-06
-7.18200E-03,+46.87500E-03,-51.50000E-03,-2.18750E-03,+2.78750E-03
-7.16200E-03,+47.50000E-03,-57.12500E-03,-4.68750E-03,+287.50E-06
-7.14200E-03,+50.31250E-03,-60.56250E-03,-58.43750E-03,+7.00625E-03
-7.12200E-03,+53.43750E-03,-66.50000E-03,-64.37500E-03,+9.19375E-03
-7.10200E-03,+56.56250E-03,-69.93750E-03,-67.18750E-03,+13.56875E-03
-7.08200E-03,+62.50000E-03,-73.06250E-03,-11.25000E-03,+14.03750E-03
-7.06200E-03,+65.93750E-03,-79.00000E-03,-2.18750E-03,+12.63125E-03
-7.04200E-03,+69.06250E-03,-79.62500E-03,-7.50000E-03,+19.50625E-03
-7.02200E-03,+69.37500E-03,-74.00000E-03,-70.00000E-03,+20.28750E-03
-7.00200E-03,+75.00000E-03,-87.43750E-03,-85.31250E-03,+21.69375E-03
-6.98200E-03,+78.43750E-03,-91.81250E-03,-91.87500E-03,+23.25625E-03
-6.96200E-03,+78.75000E-03,-94.93750E-03,-98.12500E-03,+23.41250E-03
-6.94200E-03,+81.56250E-03,-100.87500E-03,-17.18750E-03,+24.81875E-03
-6.92200E-03,+87.50000E-03,-101.50000E-03,-5.31250E-03,+32.00625E-03
-6.90200E-03,+88.12500E-03,-107.12500E-03,-2.18750E-03,+35.60000E-03
-6.88200E-03,+88.12500E-03,-107.75000E-03,-100.31250E-03,+33.10000E-03
-6.86200E-03,+90.93750E-03,-110.56250E-03,-111.25000E-03,+38.41250E-03
-6.84200E-03,+94.06250E-03,-119.31250E-03,-116.87500E-03,+41.85000E-03
-6.82200E-03,+94.37500E-03,-120.25000E-03,-120.31250E-03,+42.16250E-03
-6.80200E-03,+102.81250E-03,-123.06250E-03,-22.18750E-03,+42.16250E-03
-6.78200E-03,+103.75000E-03,-123.37500E-03,-5.62500E-03,+37.94375E-03
-6.76200E-03,+106.56250E-03,-126.18750E-03,-7.81250E-03,+45.91250E-03
-6.74200E-03,+106.87500E-03,-129.31250E-03,-117.81250E-03,+53.88125E-03
-6.72200E-03,+106.87500E-03,-135.25000E-03,-132.81250E-03,+47.63125E-03
-6.70200E-03,+115.31250E-03,-135.87500E-03,-135.93750E-03,+55.28750E-03
-6.68200E-03,+116.25000E-03,-141.50000E-03,-18.12500E-03,+53.41250E-03
-6.66200E-03,+116.25000E-03,-142.12500E-03,-5.00000E-03,+57.31875E-03
-6.64200E-03,+119.06250E-03,-144.93750E-03,-5.00000E-03,+60.60000E-03
-6.62200E-03,+122.18750E-03,-139.62500E-03,+625.00E-06,+58.10000E-03
-6.60200E-03,+122.50000E-03,-150.25000E-03,-136.56250E-03,+60.60000E-03
-6.58200E-03,+125.31250E-03,-154.31250E-03,-151.87500E-03,+62.31875E-03
-6.56200E-03,+128.43750E-03,-154.62500E-03,-154.68750E-03,+70.91250E-03
-6.54200E-03,+128.75000E-03,-157.43750E-03,-22.81250E-03,+63.41250E-03
-6.52200E-03,+125.93750E-03,-163.37500E-03,-8.12500E-03,+68.10000E-03
-6.50200E-03,+128.43750E-03,-164.00000E-03,-8.12500E-03,+72.94375E-03
-6.48200E-03,+131.56250E-03,-166.81250E-03,-151.56250E-03,+72.00625E-03
-6.46200E-03,+134.68750E-03,-169.93750E-03,-167.50000E-03,+76.06875E-03
-6.44200E-03,+132.18750E-03,-170.25000E-03,-173.12500E-03,+75.13125E-03
-6.42200E-03,+134.68750E-03,-173.06250E-03,-170.93750E-03,+74.97500E-03
-6.40200E-03,+137.81250E-03,-173.37500E-03,-24.37500E-03,+79.19375E-03
-6.38200E-03,+140.93750E-03,-176.18750E-03,-10.93750E-03,+79.66250E-03
-6.36200E-03,+138.43750E-03,-176.50000E-03,-8.43750E-03,+79.66250E-03
-6.34200E-03,+138.12500E-03,-176.50000E-03,-162.81250E-03,+78.25625E-03
-6.32200E-03,+140.93750E-03,-182.12500E-03,-180.00000E-03,+79.50625E-03
-6.30200E-03,+144.06250E-03,-185.56250E-03,-182.81250E-03,+85.28750E-03
-6.28200E-03,+144.37500E-03,-188.68750E-03,-28.43750E-03,+91.53750E-03
-6.26200E-03,+144.37500E-03,-189.00000E-03,-8.43750E-03,+85.13125E-03
-6.24200E-03,+141.56250E-03,-191.81250E-03,-5.31250E-03,+84.35000E-03
-6.22200E-03,+144.06250E-03,-189.31250E-03,-5.00000E-03,+91.38125E-03
-6.20200E-03,+144.37500E-03,-191.81250E-03,-170.93750E-03,+87.94375E-03
-6.18200E-03,+150.00000E-03,-194.93750E-03,-192.18750E-03,+94.50625E-03
-6.16200E-03,+147.81250E-03,-195.25000E-03,-198.12500E-03,+91.06875E-03
-6.14200E-03,+147.50000E-03,-195.25000E-03,-32.81250E-03,+94.81875E-03
-6.12200E-03,+147.50000E-03,-198.06250E-03,-11.56250E-03,+92.47500E-03
-6.10200E-03,+144.68750E-03,-201.18750E-03,-11.25000E-03,+100.60000E-03
-6.08200E-03,+147.18750E-03,-201.50000E-03,-180.00000E-03,+93.10000E-03
-6.06200E-03,+150.31250E-03,-201.50000E-03,-201.56250E-03,+94.97500E-03
-6.04200E-03,+147.81250E-03,-201.50000E-03,-201.87500E-03,+91.06875E-03
-6.02200E-03,+144.68750E-03,-204.31250E-03,-204.68750E-03,+94.81875E-03
-6.00200E-03,+147.18750E-03,-201.81250E-03,-30.62500E-03,+98.10000E-03
-5.98200E-03,+147.50000E-03,-204.31250E-03,-8.43750E-03,+101.22500E-03
-5.96200E-03,+147.50000E-03,-204.62500E-03,-8.12500E-03,+95.91250E-03
-5.94200E-03,+147.50000E-03,-207.43750E-03,-182.50000E-03,+103.72500E-03
-5.92200E-03,+144.68750E-03,-204.93750E-03,-204.68750E-03,+101.85000E-03
-5.90200E-03,+147.18750E-03,-204.62500E-03,-207.81250E-03,+100.13125E-03
-5.88200E-03,+147.50000E-03,-207.43750E-03,-28.12500E-03,+104.19375E-03
-5.86200E-03,+141.87500E-03,-207.75000E-03,-8.12500E-03,+107.47500E-03
-5.84200E-03,+144.06250E-03,-207.75000E-03,-8.12500E-03,+103.56875E-03
-5.82200E-03,+144.37500E-03,-204.93750E-03,-8.12500E-03,+110.13125E-03
-5.80200E-03,+144.37500E-03,-204.62500E-03,-188.12500E-03,+108.10000E-03
-5.78200E-03,+141.56250E-03,-207.43750E-03,-208.12500E-03,+106.38125E-03
-5.76200E-03,+141.25000E-03,-207.75000E-03,-205.31250E-03,+106.22500E-03
-5.74200E-03,+138.43750E-03,-207.75000E-03,-30.62500E-03,+113.25625E-03
-5.72200E-03,+138.12500E-03,-204.93750E-03,-11.25000E-03,+107.00625E-03
-5.70200E-03,+138.12500E-03,-207.43750E-03,-5.62500E-03,+106.22500E-03
-5.68200E-03,+135.31250E-03,-207.75000E-03,-185.00000E-03,+104.81875E-03
-5.66200E-03,+135.00000E-03,-207.75000E-03,-205.00000E-03,+104.66250E-03
-5.64200E-03,+132.18750E-03,-207.75000E-03,-205.00000E-03,+107.47500E-03
-5.62200E-03,+131.87500E-03,-204.93750E-03,-205.00000E-03,+110.60000E-03
-5.60200E-03,+129.06250E-03,-204.62500E-03,-30.62500E-03,+113.72500E-03
-5.58200E-03,+128.75000E-03,-204.62500E-03,-8.43750E-03,+109.81875E-03
-5.56200E-03,+125.93750E-03,-201.81250E-03,-8.12500E-03,+110.75625E-03
-5.54200E-03,+122.81250E-03,-201.50000E-03,-179.68750E-03,+112.31875E-03
-5.52200E-03,+125.31250E-03,-198.68750E-03,-198.75000E-03,+111.06875E-03
-5.50200E-03,+122.81250E-03,-201.18750E-03,-198.75000E-03,+106.69375E-03
-5.48200E-03,+119.68750E-03,-195.87500E-03,-30.00000E-03,+111.85000E-03
-5.46200E-03,+116.56250E-03,-198.06250E-03,-8.43750E-03,+106.85000E-03
-5.44200E-03,+116.25000E-03,-195.56250E-03,-10.93750E-03,+111.85000E-03
-5.42200E-03,+110.62500E-03,-195.25000E-03,-5.62500E-03,+109.66250E-03
-5.40200E-03,+110.00000E-03,-195.25000E-03,-170.93750E-03,+110.75625E-03
-5.38200E-03,+107.18750E-03,-189.62500E-03,-192.18750E-03,+106.69375E-03
-5.36200E-03,+106.87500E-03,-189.00000E-03,-189.68750E-03,+107.63125E-03
-5.34200E-03,+106.87500E-03,-186.18750E-03,-29.06250E-03,+106.38125E-03
-5.32200E-03,+104.06250E-03,-185.87500E-03,-11.25000E-03,+111.85000E-03
-5.30200E-03,+100.93750E-03,-183.06250E-03,-8.43750E-03,+109.66250E-03
-5.28200E-03,+95.00000E-03,-182.75000E-03,-165.62500E-03,+102.31875E-03
-5.26200E-03,+94.37500E-03,-179.93750E-03,-180.31250E-03,+105.75625E-03
-5.24200E-03,+91.56250E-03,-179.62500E-03,-180.00000E-03,+104.81875E-03
-5.22200E-03,+94.06250E-03,-176.81250E-03,-177.18750E-03,+108.88125E-03
-5.20200E-03,+85.93750E-03,-170.87500E-03,-27.81250E-03,+99.50625E-03
-5.18200E-03,+85.00000E-03,-173.06250E-03,-5.62500E-03,+97.00625E-03
-5.16200E-03,+82.18750E-03,-173.37500E-03,-10.62500E-03,+103.88125E-03
-5.14200E-03,+79.06250E-03,-167.75000E-03,-149.06250E-03,+97.63125E-03
-5.12200E-03,+78.75000E-03,-164.31250E-03,-164.37500E-03,+95.44375E-03
-5.10200E-03,+75.93750E-03,-161.18750E-03,-161.56250E-03,+95.28750E-03
-5.08200E-03,+72.81250E-03,-163.68750E-03,-23.43750E-03,+96.69375E-03
-5.06200E-03,+66.87500E-03,-161.18750E-03,-10.93750E-03,+96.85000E-03
-5.04200E-03,+66.25000E-03,-158.06250E-03,-8.43750E-03,+99.66250E-03
